E,E_N,cov,E_N_B,P1,P2,P1P2,P1_E,P2_E,P1P2_E,P1_N,P2_N,P1P2_N,row,col,sumDMY,ADF,ADL,DMDig,NDF,NDFD,Prot,WSC
11,111,7,11121,11,76,1176,1111,7611,117611,111,761,11761,86,3,1727.82304,24.31330677,2.300502708,85.70282548,45.18620113,64.69227148,16.23265205,12.41793876
11,111,7,11121,2,87,287,211,8711,28711,21,871,2871,87,3,1691.36,25.43604821,2.327583775,85.39741535,47.24704993,67.5017112,16.66542849,11.67664003
11,111,7,11121,96,97,9697,9611,9711,969711,961,971,96971,88,3,1476.38864,24.86060391,2.168981698,86.14565018,45.76876709,69.38382729,16.67293228,11.53604574
11,111,7,11122,33,1,331,3311,111,33111,331,11,3311,89,3,1590.9072,25.54878179,2.26726314,83.74756726,46.50529406,67.61823621,16.0998105,11.5772574
11,111,7,11122,2,87,287,211,8711,28711,21,871,2871,90,3,1591.55504,25.19126883,2.156545008,85.82599968,46.19836888,69.63262978,16.46636315,11.35909024
11,111,7,11122,51,6,516,5111,611,51611,511,61,5161,91,3,1751.46024,25.65842441,2.390685945,84.33321874,47.77614835,69.16016439,16.12573328,11.69338325
11,111,7,11122,36,12,3612,3611,1211,361211,361,121,36121,92,3,1630.54848,23.29456756,2.180307972,87.1708819,44.31324682,68.5480381,17.31498358,12.1088107
11,111,7,11122,84,61,8461,8411,6111,846111,841,611,84611,93,3,1913.54104,25.6987893,2.532836973,84.34663655,47.37962051,64.49198328,16.34342529,11.4218705
11,111,7,11122,90,91,9091,9011,9111,909111,901,911,90911,94,3,1722.38848,24.31279681,2.187213975,85.89096533,45.22713064,69.6460466,16.87738848,12.71329448
11,111,7,11122,76,83,7683,7611,8311,768311,761,831,76831,95,3,1671.78144,25.19271615,2.174668851,85.91610849,45.90188898,71.12799801,15.95296231,11.848522
11,111,7,11122,11,72,1172,1111,7211,117211,111,721,11721,96,3,1436.74688,25.05283633,2.281241496,85.75545953,47.01016686,67.32477775,16.41574913,12.03147022
11,111,11,11123,73,56,7356,7311,5611,735611,731,561,73561,97,3,1666.29208,23.18632798,2.073255408,86.77263144,43.76944756,70.90269525,15.58997027,12.54902119
11,111,11,11123,25,67,2567,2511,6711,256711,251,671,25671,98,3,1431.5392,24.48205287,2.202106879,85.73006832,45.10948019,69.6962668,16.11815288,12.61638903
11,111,11,11123,58,72,5872,5811,7211,587211,581,721,58721,99,3,1685.8112,24.69336768,2.083271355,85.74344122,45.65388803,70.03452883,16.12543869,11.14177805
11,111,11,11123,83,81,8381,8311,8111,838111,831,811,83811,100,3,1477.82656,23.88010016,2.053880354,87.0817904,44.56553182,71.93109998,16.00463974,11.49748533
11,111,11,11123,99,101,99101,9911,10111,9910111,991,1011,991011,101,3,1367.97136,24.78698885,2.176178904,85.66084007,45.50582715,69.90383262,17.07671693,10.83190535
11,111,11,11123,84,5,845,8411,511,84511,841,51,8451,103,3,1604.8244,25.87678405,2.250405556,84.73475189,47.17704855,69.21660292,16.2348074,10.75345301
11,111,11,11123,27,63,2763,2711,6311,276311,271,631,27631,104,3,1635.30904,24.977457,2.114147946,86.25441353,46.03609036,70.67774372,16.52034163,10.84617755
11,111,8,11124,4,54,454,411,5411,45411,41,541,4541,105,3,1691.59416,25.87008503,2.470795362,84.81614643,47.46664394,65.49313024,16.04993615,11.62905389
11,111,8,11124,25,19,2519,2511,1911,251911,251,191,25191,106,3,1540.94016,26.69118243,2.55331206,83.52861513,49.5825371,65.73291252,16.74033451,10.39133141
11,111,8,11124,11,72,1172,1111,7211,117211,111,721,11721,107,3,1626.90304,24.70360636,2.024283909,86.06349219,44.83951274,72.44590761,16.04367287,12.01331502
11,111,8,11124,62,40,6240,6211,4011,624011,621,401,62401,108,3,1640.8204,25.01037145,2.154665872,85.79663672,46.20916081,71.61570131,16.08689728,11.67987764
11,111,8,11124,19,7,197,1911,711,19711,191,71,1971,109,3,1541.38944,25.65866525,2.40331304,84.07268381,46.37346698,67.34165601,16.81062779,11.64533565
11,111,8,11124,49,45,4945,4911,4511,494511,491,451,49451,110,3,1530.06592,24.83811211,2.166065995,86.05627389,44.62729329,71.01052085,16.7708393,11.16957682
11,111,8,11124,82,21,8221,8211,2111,822111,821,211,82211,111,3,1710.12368,25.76907856,2.229304022,85.08636945,46.64858978,69.95130605,15.68331659,10.40684208
11,111,8,11124,89,104,89104,8911,10411,8910411,891,1041,891041,112,3,1439.87904,24.37067413,2.135350994,86.86338425,44.6561697,71.55411138,16.56663913,11.74998444
11,111,13,11125,1,48,148,111,4811,14811,11,481,1481,113,3,1419.79328,24.01496631,2.178030579,86.19825808,44.11044819,69.99536215,16.50084216,12.33432404
11,111,13,11125,48,14,4814,4811,1411,481411,481,141,48141,114,3,1647.0824,23.07660655,2.019614529,87.62693514,43.23381179,72.23614073,16.46008257,12.06910895
11,111,13,11125,95,97,9597,9511,9711,959711,951,971,95971,115,3,1760.36032,25.10089049,1.957108777,87.5469166,44.89631594,71.63541114,17.0944987,9.382527528
11,111,13,11125,61,19,6119,6111,1911,611911,611,191,61191,116,3,1911.25032,26.46341456,2.351746967,85.10806553,46.28234794,68.28380312,14.63097627,13.19952489
11,111,13,11125,7,6,76,711,611,7611,71,61,761,117,3,1703.5236,24.62100424,2.190335467,87.43638667,44.20979794,70.62013369,16.40877379,11.56023015
11,111,13,11125,52,5,525,5211,511,52511,521,51,5251,118,3,1593.84176,25.06898485,2.063163923,87.05803688,45.12458429,71.11473836,16.22026187,10.61429674
11,111,13,11125,65,88,6588,6511,8811,658811,651,881,65881,119,3,1599.24472,24.44123419,2.152630547,87.9325593,44.07428643,70.553837,16.59673758,11.23957197
11,111,13,11125,72,76,7276,7211,7611,727611,721,761,72761,120,3,1682.63096,24.53137504,2.018710692,87.9728197,44.42094717,71.62899568,16.07003409,12.05782629
11,111,13,11126,74,36,7436,7411,3611,743611,741,361,74361,121,3,1747.32688,24.66233981,2.160659028,87.19362043,44.57685669,69.83532327,16.14476651,12.52781024
11,111,13,11126,101,103,101103,10111,10311,10110311,1011,1031,1011031,122,3,1513.20872,25.23069923,2.213451507,86.66083356,45.50205571,69.6847972,16.2596373,11.96249372
11,111,13,11126,30,51,3051,3011,5111,305111,301,511,30511,123,3,1531.11424,25.01240573,2.178882979,86.82548764,45.36779952,69.68100825,16.63408061,11.64248428
11,111,13,11126,89,90,8990,8911,9011,899011,891,901,89901,124,3,1579.1844,23.68349862,2.096106785,87.36962527,43.82433013,70.42908841,16.76057641,12.93823732
11,111,13,11126,42,26,4226,4211,2611,422611,421,261,42261,125,3,1454.266,24.46133016,2.220701431,85.94459198,45.06388566,70.74147644,15.91503971,12.13879195
11,111,13,11126,70,77,7077,7011,7711,707711,701,771,70771,126,3,1481.45672,24.93511042,2.22874816,86.26778416,45.44288809,70.29605731,16.49180283,12.23075015
11,111,13,11126,14,63,1463,1411,6311,146311,141,631,14631,127,3,1661.77456,25.29125917,2.180574711,86.41241221,45.96495088,70.12021623,16.54921592,11.48855989
11,111,13,11126,104,92,10492,10411,9211,1049211,1041,921,104921,128,3,1689.21312,26.11861326,2.43954539,84.08415476,47.08043583,67.82130384,16.10297512,12.75781174
11,111,11,11127,90,93,9093,9011,9311,909311,901,931,90931,129,3,1756.75792,25.20301837,2.138944366,85.41162129,45.9438554,70.44166807,15.99235934,11.56340553
11,111,11,11127,53,75,5375,5311,7511,537511,531,751,53751,130,3,1386.86968,24.97295531,2.179640668,85.4196519,45.54122662,69.29127098,16.5452566,12.4230832
11,111,11,11127,89,100,89100,8911,10011,8910011,891,1001,891001,131,3,1480.26448,25.04278531,2.185826937,85.20772733,45.63385075,69.2906664,16.73135145,12.90568507
11,111,11,11127,39,17,3917,3911,1711,391711,391,171,39171,132,3,1614.58112,24.76975747,2.058565575,85.80230155,45.43996894,70.93081225,16.66292105,12.51592829
11,111,11,11127,5,59,559,511,5911,55911,51,591,5591,133,3,1655.23824,25.53649612,2.134538311,85.71669501,46.16317954,69.91561008,16.07565621,12.06378198
11,111,11,11127,71,64,7164,7111,6411,716411,711,641,71641,134,3,1596.03696,25.18963786,2.122104957,85.31369133,46.00893941,70.19440943,16.97760039,12.13217993
11,111,11,11127,84,4,844,8411,411,84411,841,41,8441,135,3,1614.41424,25.86265936,2.267116577,84.2319618,46.8076885,68.63193713,16.15112188,12.39352266
11,111,11,11127,85,5,855,8511,511,85511,851,51,8551,136,3,1880.6784,25.74378394,2.067545452,85.28803566,46.23068503,70.12754382,15.9410918,10.95553292
11,111,12,11128,33,32,3332,3311,3211,333211,331,321,33321,137,3,1480.31264,24.81271199,2.018604416,87.30236636,45.6004787,71.01484226,16.94041007,13.24168946
11,111,12,11128,13,57,1357,1311,5711,135711,131,571,13571,138,3,1571.52752,24.31637697,1.925255851,87.467897,44.06447807,72.17259728,15.90355483,13.15030531
11,111,12,11128,32,78,3278,3211,7811,327811,321,781,32781,139,3,1596.32816,23.22112967,2.071228004,86.84572041,44.45648439,71.20728589,15.13776215,13.48974396
11,111,12,11128,24,2,242,2411,211,24211,241,21,2421,140,3,1451.93744,23.08031252,2.029295809,87.66027463,45.0010003,71.2762822,16.58594974,12.30202491
11,111,12,11128,92,93,9293,9211,9311,929311,921,931,92931,141,3,1742.28376,26.12614032,2.059086479,85.60047978,46.81839763,69.3435138,15.42416429,11.944369
11,111,12,11128,31,61,3161,3111,6111,316111,311,611,31611,142,3,1556.1176,23.59637238,1.991411056,87.94835752,44.65735561,71.47733279,16.82225327,13.8249722
11,111,12,11128,100,101,100101,10011,10111,10010111,1001,1011,1001011,143,3,1521.32048,24.54650863,1.987761298,87.69187662,45.38408156,70.55600146,15.36983988,13.93579633
11,111,12,11128,58,77,5877,5811,7711,587711,581,771,58771,144,3,1529.65168,23.64034788,1.823164331,88.12381063,45.29770722,72.90172821,16.58180746,12.4111765
11,111,1,11129,43,38,4338,4311,3811,433811,431,381,43381,1,5,1474.28976,24.62651834,1.87502735,87.7638221,45.32613887,72.33819832,16.77893753,11.29640739
11,111,1,11129,40,44,4044,4011,4411,404411,401,441,40441,2,5,1283.02032,23.99857664,1.918792556,87.95333712,44.90406,71.91212729,17.55717278,11.55410707
11,111,1,11129,33,43,3343,3311,4311,334311,331,431,33431,3,5,1477.86656,25.09450361,2.00082704,86.36483059,45.96107451,70.75130682,16.9941814,12.15444913
11,111,1,11129,17,51,1751,1711,5111,175111,171,511,17511,4,5,1490.3908,23.90051262,1.945241694,87.17001988,44.42101307,71.35797713,17.39032001,11.76972581
11,111,1,11129,88,29,8829,8811,2911,882911,881,291,88291,5,5,1454.20824,24.09081889,1.944704484,87.40147923,44.3339023,72.03019135,16.84194134,12.70655827
11,111,1,11129,65,51,6551,6511,5111,655111,651,511,65511,6,5,1527.23512,24.44270099,2.00656488,87.02539403,44.86036825,72.1542569,16.84489372,12.8097471
11,111,1,11129,2,60,260,211,6011,26011,21,601,2601,7,5,1474.44064,24.45254136,2.061950757,85.9809225,45.31368026,69.59644258,16.76521091,12.5416337
11,111,1,11129,72,77,7277,7211,7711,727711,721,771,72771,8,5,1569.29648,24.11116148,1.935360552,87.31940458,45.22765827,71.86352369,16.66038444,11.67294534
11,111,4,11130,68,46,6846,6811,4611,684611,681,461,68461,9,5,1508.77832,23.47276744,1.889750368,87.38170431,43.88825457,71.62023762,15.60298444,13.9001003
11,111,4,11130,88,42,8842,8811,4211,884211,881,421,88421,10,5,1320.09968,22.71214292,1.971674616,87.79264504,44.92007095,72.2010184,15.63557744,11.26106345
11,111,4,11130,16,20,1620,1611,2011,162011,161,201,16201,11,5,1479.64304,21.72821681,1.875425145,86.65594309,44.76056687,70.5012102,16.48480539,9.980899684
11,111,4,11130,42,29,4229,4211,2911,422911,421,291,42291,12,5,1435.47824,24.40639979,1.86037056,86.9019421,45.86338277,72.36809087,15.53913336,12.10902076
11,111,4,11130,76,21,7621,7611,2111,762111,761,211,76211,13,5,1670.62064,23.28896857,1.75437481,88.00873182,43.9322145,73.00586357,15.67407809,12.60868812
11,111,4,11130,81,10,8110,8111,1011,811011,811,101,81101,14,5,1569.1848,23.24402519,1.80723469,87.8653802,44.16309105,72.42467829,15.86806711,13.12678277
11,111,4,11130,56,33,5633,5611,3311,563311,561,331,56331,15,5,1457.04136,25.28990488,1.96232268,87.50458511,45.58282502,71.67859268,16.12897779,13.77567628
11,111,5,11130,54,19,5419,5411,1911,541911,541,191,54191,16,5,1592.71056,25.2697556,2.221034925,84.84353407,45.98413881,67.35502927,14.69731646,14.16457788
11,111,5,11131,88,20,8820,8811,2011,882011,881,201,88201,17,5,1595.8328,23.54247605,2.042140522,86.64609199,43.96748202,71.33835791,14.98979386,12.19328777
11,111,5,11131,59,12,5912,5911,1211,591211,591,121,59121,18,5,1744.02688,25.14595243,2.089318613,85.43280129,44.39668267,70.16808206,14.65933556,15.67021881
11,111,5,11131,2,13,213,211,1311,21311,21,131,2131,19,5,1573.848,24.62812582,2.174576838,85.53285051,45.22310615,68.75178146,15.35848939,15.62598423
11,111,5,11131,30,31,3031,3011,3111,303111,301,311,30311,20,5,1478.0296,23.6256399,1.982468324,86.97426152,42.94259086,72.05463379,14.98544122,13.94570693
11,111,5,11131,51,20,5120,5111,2011,512011,511,201,51201,21,5,1600.92128,23.2837111,1.890603873,87.91555482,42.02297245,72.98697734,15.7572002,17.67595891
11,111,5,11131,25,17,2517,2511,1711,251711,251,171,25171,22,5,1312.98352,23.94642653,2.11208122,86.72959108,43.69363533,70.88914622,15.48542714,16.92165175
11,111,5,11131,15,3,153,1511,311,15311,151,31,1531,23,5,1590.61824,24.16380155,2.026040709,87.01538928,43.7584812,70.89436515,15.64680724,14.33826769
11,111,5,11131,61,25,6125,6111,2511,612511,611,251,61251,24,5,1617.744,24.7200702,2.018841444,87.21852262,44.32608758,71.42337599,14.89320609,14.19849523
11,111,5,11132,76,82,7682,7611,8211,768211,761,821,76821,25,5,1563.69064,24.0506378,1.938641106,88.02394216,42.25640632,72.82909347,14.95862283,16.84493238
11,111,5,11132,92,94,9294,9211,9411,929411,921,941,92941,26,5,1827.2816,27.13882103,2.360364335,83.06811073,47.26860933,66.54421825,14.80070087,11.52529823
11,111,5,11132,23,87,2387,2311,8711,238711,231,871,23871,27,5,1593.71296,24.53595157,2.147517014,85.19021116,44.43564983,70.18362116,14.86991713,16.26689749
11,111,5,11132,54,67,5467,5411,6711,546711,541,671,54671,28,5,1544.42752,25.20388293,2.07601108,86.14846037,44.97134497,70.36366509,14.02420831,15.90070763
11,111,5,11132,88,35,8835,8811,3511,883511,881,351,88351,29,5,1607.5156,23.17903921,1.843953724,89.2684224,41.90233027,73.77641498,15.22767952,18.12544317
11,111,6,11132,20,53,2053,2011,5311,205311,201,531,20531,30,5,1555.69632,-999,2.047651917,86.02162906,44.98013149,69.72005856,13.85360931,15.79943045
11,111,6,11132,78,9,789,7811,911,78911,781,91,7891,31,5,1468.23664,24.56625554,1.969296746,85.62370952,46.13574579,71.73252651,14.37616473,13.93801615
11,111,6,11132,54,67,5467,5411,6711,546711,541,671,54671,32,5,1504.73896,25.46480376,2.163348368,84.7234725,46.48298211,69.23730819,14.24557973,13.37227416
11,111,2,11133,26,72,2672,2611,7211,267211,261,721,26721,33,5,1654.32336,24.92001674,2.145524517,85.95021218,45.25535935,69.69831951,16.29401497,11.44304839
11,111,2,11133,1,8,18,111,811,1811,11,81,181,34,5,1506.3136,23.25199832,1.937165635,87.32633698,43.27961524,71.36175352,16.62682531,11.48094674
11,111,2,11133,50,47,5047,5011,4711,504711,501,471,50471,35,5,1383.5912,24.75453502,2.003426206,86.74664435,44.86451354,71.37097394,16.49545281,11.50564066
11,111,2,11133,89,102,89102,8911,10211,8910211,891,1021,891021,36,5,1581.54384,24.16865623,1.954478583,87.09745653,44.3345902,70.67196218,16.6179101,10.34569435
11,111,2,11133,27,52,2752,2711,5211,275211,271,521,27521,37,5,1446.95648,25.09638281,2.133563084,86.27796609,45.25008095,70.56065015,16.7360944,11.06542009
11,111,2,11133,67,65,6765,6711,6511,676511,671,651,67651,38,5,1503.75456,24.86758639,2.088903397,86.2329228,45.61744033,70.2094361,16.30828873,12.12127846
11,111,2,11133,30,67,3067,3011,6711,306711,301,671,30671,39,5,1413.9516,24.16503461,1.999313941,87.26937379,44.22707533,72.08152397,16.75021231,11.1867262
11,111,2,11133,71,44,7144,7111,4411,714411,711,441,71441,40,5,1484.75008,24.42454075,1.970019352,86.2274507,45.29662148,71.61740997,16.47759728,11.48898575
11,111,9,11134,35,42,3542,3511,4211,354211,351,421,35421,41,5,1555.7388,24.06347902,1.90546716,86.8742762,43.68566619,72.81851033,16.92772496,11.76981244
11,111,9,11134,65,16,6516,6511,1611,651611,651,161,65161,42,5,1762.3868,24.97323702,1.946285163,86.53617364,44.65347913,72.09901703,15.93882778,11.93407715
11,111,9,11134,63,66,6366,6311,6611,636611,631,661,63661,43,5,1591.16896,24.79992031,1.985558885,85.70798639,44.80134438,70.99370604,16.49816416,13.14439024
11,111,10,11134,104,93,10493,10411,9311,1049311,1041,931,104931,44,5,1505.48168,22.87146396,1.927416263,87.28712268,43.96347411,71.89877279,16.01050495,13.04631958
11,111,10,11134,37,11,3711,3711,1111,371111,371,111,37111,45,5,1726.6392,22.95072946,1.903061897,87.00582606,44.35271511,71.67898451,16.23785228,11.5491292
11,111,10,11134,63,36,6336,6311,3611,633611,631,361,63361,46,5,1762.2532,23.88113757,1.981162019,86.05822325,45.26071108,71.24913878,14.66444945,13.01088179
11,111,10,11134,38,52,3852,3811,5211,385211,381,521,38521,47,5,1560.95016,22.95335584,1.911025492,87.99300247,44.10564295,72.58786566,15.73708348,11.97771031
11,111,10,11134,43,8,438,4311,811,43811,431,81,4381,48,5,1807.84112,23.89147711,2.039550454,86.19964387,45.5673801,70.79520904,14.77497406,12.07753927
11,111,10,11135,36,5,365,3611,511,36511,361,51,3651,49,5,1877.43776,24.72446363,2.13155776,85.88283942,44.586333,69.99880134,14.65277574,13.21832557
11,111,10,11135,34,40,3440,3411,4011,344011,341,401,34401,50,5,1633.25648,25.02413664,2.043444868,86.75659539,45.1038153,69.20234614,16.12609568,11.84428187
11,111,10,11135,13,73,1373,1311,7311,137311,131,731,13731,51,5,1609.5968,23.74985636,1.97126711,87.16523074,44.29629707,70.37418511,15.33205149,13.13589477
11,111,10,11135,23,13,2313,2311,1311,231311,231,131,23131,52,5,1714.01264,25.35723369,2.031211245,85.12023977,45.42489113,69.62618914,14.84347657,12.0306429
11,111,10,11135,54,39,5439,5411,3911,543911,541,391,54391,53,5,1648.53944,25.05362722,2.081650605,84.90736112,44.63906596,68.94981438,14.76903598,12.99065217
11,111,10,11135,31,4,314,3111,411,31411,311,41,3141,54,5,1847.16632,25.4492716,2.109985844,84.3288941,46.01508839,69.03060359,14.8761443,12.20838712
11,111,10,11135,46,48,4648,4611,4811,464811,461,481,46481,55,5,1492.34616,23.19966256,1.83445592,88.26111834,43.46048219,74.10678111,16.03160646,12.04722981
11,111,10,11135,97,98,9798,9711,9811,979811,971,981,97981,56,5,1485.39328,23.16155422,1.74477728,88.71942457,42.51369929,73.54207301,15.24533026,12.66975024
11,111,10,11136,35,53,3553,3511,5311,355311,351,531,35531,57,5,1663.59216,24.93798621,1.947173724,85.84949062,44.72187721,71.34653811,14.45516939,12.15400335
11,111,10,11136,69,79,6979,6911,7911,697911,691,791,69791,58,5,1645.57568,24.7696399,2.05723967,86.07333538,45.30181506,71.50359105,14.69684549,12.92461178
11,111,10,11136,31,22,3122,3111,2211,312211,311,221,31221,60,5,1672.79392,25.22351814,2.0238824,86.31919881,45.31353963,70.1925304,15.38287388,12.0267535
11,111,10,11136,86,85,8685,8611,8511,868511,861,851,86851,61,5,1783.49584,25.7599855,2.184455571,84.46589584,46.96037773,67.8640901,15.13401802,12.26215619
11,111,10,11136,1,38,138,111,3811,13811,11,381,1381,62,5,1737.96312,24.80257065,2.020072906,86.2837127,45.57535003,69.87189494,14.89086413,12.9885079
11,111,10,11136,48,9,489,4811,911,48911,481,91,4891,63,5,1607.57984,24.84652549,2.093152114,85.41332925,45.51190295,68.79982276,15.2266265,13.53474405
11,111,10,11136,28,62,2862,2811,6211,286211,281,621,28621,64,5,1526.25408,24.13940115,1.996433419,87.09629575,44.00273905,70.96271257,15.71016458,12.75163019
11,111,3,11137,74,52,7452,7411,5211,745211,741,521,74521,65,5,1672.10728,24.7644251,2.115936391,85.75829289,45.57419994,69.71526969,16.29519329,10.67467828
11,111,3,11137,89,92,8992,8911,9211,899211,891,921,89921,66,5,1662.3448,24.95341786,2.143755591,85.86660092,45.7482609,69.64827251,16.83841654,10.70107822
